comparison,estimate,conf.low,conf.high,adj.p.value,condition,trait,experiment
ECA1379-ECA1371,-36.67772884131628,-64.76350128728775,-8.591956395344813,0.0013854884731691053,zinc,q75.EXT,sqst5_del
ECA1380-ECA1371,-51.40131680474124,-79.48708925071271,-23.315544358769774,2.778196188657489e-7,zinc,q75.EXT,sqst5_del
ECA838-ECA1371,59.19517885398511,30.933541839574687,87.45681586839554,1.4265416625747207e-9,zinc,q75.EXT,sqst5_del
ECA859-ECA1371,-192.79854477176954,-222.31097170515534,-163.28611783838375,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1371,-8.54476440863046,-36.54550834212404,19.455979524863114,0.9962562539234008,zinc,q75.EXT,sqst5_del
ECA1373-ECA1372,-73.91948200881912,-101.71903159259766,-46.119932425040574,3.453903829608862e-13,zinc,q75.EXT,sqst5_del
ECA1377-ECA1372,34.15529787402146,6.265636061749223,62.044959686293694,0.004014970276070118,zinc,q75.EXT,sqst5_del
ECA1378-ECA1372,17.384997284920157,-10.691171545641126,45.46116611548144,0.6500231644229957,zinc,q75.EXT,sqst5_del
ECA1379-ECA1372,-37.15209339228332,-64.86353007744117,-9.440656707125463,8.591942721377643e-4,zinc,q75.EXT,sqst5_del
ECA1380-ECA1372,-51.87568135570828,-79.58711804086613,-24.164244670550424,1.2574179653057627e-7,zinc,q75.EXT,sqst5_del
ECA838-ECA1372,58.720814303018074,30.83115249074584,86.61047611529031,1.132224980437968e-9,zinc,q75.EXT,sqst5_del
ECA859-ECA1372,-193.27290932273658,-222.42932290134837,-164.1164957441248,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1372,-9.019128959597495,-36.64438497827902,18.606127059084027,0.9935431303241183,zinc,q75.EXT,sqst5_del
ECA1377-ECA1373,108.07477988284057,80.18511807056834,135.9644416951128,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
ECA1378-ECA1373,91.30447929373926,63.228310463177976,119.38064812430055,3.411715354673106e-13,zinc,q75.EXT,sqst5_del
ECA1379-ECA1373,36.7673886165358,9.05595193137794,64.47882530169366,0.001041512277155543,zinc,q75.EXT,sqst5_del
ECA1380-ECA1373,22.043800653110836,-5.667636032047021,49.75523733826869,0.2675879252746989,zinc,q75.EXT,sqst5_del
ECA838-ECA1373,132.64029631183718,104.75063449956494,160.5299581241094,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
ECA859-ECA1373,-119.35342731391746,-148.50984089252927,-90.19701373530567,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1373,64.90035304922162,37.275097030540095,92.52560906790315,5.316969087232337e-12,zinc,q75.EXT,sqst5_del
ECA1378-ECA1377,-16.770300589101296,-44.93569664781376,11.39509546961116,0.7027989238494399,zinc,q75.EXT,sqst5_del
ECA1379-ECA1377,-71.30739126630476,-99.10922577587385,-43.50555675673567,3.8979930394589246e-13,zinc,q75.EXT,sqst5_del
ECA1380-ECA1377,-86.03097922972972,-113.83281373929881,-58.22914472016063,3.4428015993626104e-13,zinc,q75.EXT,sqst5_del
ECA838-ECA1377,24.565516428996624,-3.413967392991058,52.5450002509843,0.14712441580824642,zinc,q75.EXT,sqst5_del
ECA859-ECA1377,-227.42820719675802,-256.67055203620293,-198.18586235731308,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1377,-43.17442683361895,-70.89036176354065,-15.458491903697247,3.254796414742245e-5,zinc,q75.EXT,sqst5_del
ECA1379-ECA1378,-54.53709067720347,-82.52601745721296,-26.548163897193994,2.8316731404132156e-8,zinc,q75.EXT,sqst5_del
ECA1380-ECA1378,-69.26067864062844,-97.24960542063792,-41.27175186061896,6.206146707654625e-13,zinc,q75.EXT,sqst5_del
ECA838-ECA1378,41.33581701809792,13.170420959385464,69.50121307681037,1.344067371782387e-4,zinc,q75.EXT,sqst5_del
ECA859-ECA1378,-210.65790660765674,-240.07818451097162,-181.23762870434186,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1378,-26.404126244517652,-54.30772940323031,1.4994769141950037,0.08265471486310794,zinc,q75.EXT,sqst5_del
ECA1380-ECA1379,-14.723587963424961,-42.346630685943126,12.899454759093203,0.8248813672589168,zinc,q75.EXT,sqst5_del
ECA838-ECA1379,95.8729076953014,68.0710731857323,123.67474220487048,2.9198865547641617e-13,zinc,q75.EXT,sqst5_del
ECA859-ECA1379,-156.12081593045326,-185.19322929538754,-127.04840256551898,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1379,28.13296443268582,0.5963790199617023,55.66954984540994,0.04035867271775573,zinc,q75.EXT,sqst5_del
ECA838-ECA1380,110.59649565872635,82.79466114915726,138.39833016829544,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
ECA859-ECA1380,-141.3972279670283,-170.46964133196258,-112.32481460209402,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA1380,42.856552396110786,15.319966983386667,70.39313780883491,3.329233565618761e-5,zinc,q75.EXT,sqst5_del
ECA859-ECA838,-251.99372362575465,-281.2360684651996,-222.75137878630971,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
N2-ECA838,-67.73994326261557,-95.45587819253727,-40.02400833269387,8.842926391139372e-13,zinc,q75.EXT,sqst5_del
N2-ECA859,184.25378036313907,155.26350154758097,213.24405917869717,2.4147350785597155e-13,zinc,q75.EXT,sqst5_del
ECA1371-CB4856,91.8341392505551,51.657108062365936,132.01117043874427,2.1537660543913262e-11,zinc,q90.EXT,sqst5_del
ECA1372-CB4856,87.42918902689745,47.92294005149146,126.93543800230344,1.0969225527901472e-10,zinc,q90.EXT,sqst5_del
ECA1373-CB4856,-10.329674163468638,-50.09498328497837,29.435634958041092,0.9990385115221241,zinc,q90.EXT,sqst5_del
ECA1377-CB4856,126.88741109051355,87.25310262537116,166.52171955565595,1.1712852909795402e-13,zinc,q90.EXT,sqst5_del
ECA1378-CB4856,82.97046656595533,43.336158100812945,122.60477503109772,1.4559515815193436e-9,zinc,q90.EXT,sqst5_del
ECA1379-CB4856,30.183712390722473,-9.197318364857228,69.56474314630218,0.3214896475806178,zinc,q90.EXT,sqst5_del
ECA1380-CB4856,4.5786121230682895,-34.9276368523377,44.08486109847428,0.9999994815962288,zinc,q90.EXT,sqst5_del
ECA838-CB4856,192.20879388043244,153.1873025148164,231.23028524604848,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
ECA859-CB4856,-119.90192771840518,-161.16485902185036,-78.63899641495999,1.2234657731369225e-13,zinc,q90.EXT,sqst5_del
N2-CB4856,85.59167378356355,46.21064302798385,124.97270453914325,2.61748844820886e-10,zinc,q90.EXT,sqst5_del
ECA1372-ECA1371,-4.404950223657657,-44.58198141184682,35.772080964531504,0.9999996980559172,zinc,q90.EXT,sqst5_del
ECA1373-ECA1371,-102.16381341402374,-142.59560704872638,-61.73201977932108,2.1027624086400465e-13,zinc,q90.EXT,sqst5_del
ECA1377-ECA1371,35.05327183995845,-5.249687536494484,75.35623121641137,0.1569640421009484,zinc,q90.EXT,sqst5_del
ECA1378-ECA1371,-8.863672684599774,-49.16663206105271,31.43928669185316,0.999779906526102,zinc,q90.EXT,sqst5_del
ECA1379-ECA1371,-61.650426859832635,-101.70433691068624,-21.596516808979025,4.383967947807488e-5,zinc,q90.EXT,sqst5_del
ECA1380-ECA1371,-87.25552712748681,-127.43255831567598,-47.07849593929765,2.713105295981677e-10,zinc,q90.EXT,sqst5_del
ECA838-ECA1371,100.37465462987734,60.67418970329488,140.0751195564598,2.0738966099997924e-13,zinc,q90.EXT,sqst5_del
ECA859-ECA1371,-211.73606696896027,-253.641670731975,-169.83046320594553,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
N2-ECA1371,-6.242465466991561,-46.29637551784517,33.81144458386205,0.9999910302092412,zinc,q90.EXT,sqst5_del
ECA1373-ECA1372,-97.75886319036609,-137.52417231187582,-57.993554068856355,5.044853423896711e-13,zinc,q90.EXT,sqst5_del
ECA1377-ECA1372,39.458222063616105,-0.17608640152628396,79.09253052875849,0.052203760974968594,zinc,q90.EXT,sqst5_del
ECA1378-ECA1372,-4.458722460942116,-44.09303092608451,35.17558600420027,0.9999996119852279,zinc,q90.EXT,sqst5_del
ECA1379-ECA1372,-57.24547663617497,-96.62650739175467,-17.86444588059527,1.661378368005284e-4,zinc,q90.EXT,sqst5_del
ECA1380-ECA1372,-82.85057690382916,-122.35682587923515,-43.344327928423176,1.3450758284960784e-9,zinc,q90.EXT,sqst5_del
ECA838-ECA1372,104.77960485353499,65.75811348791896,143.80109621915102,1.1191048088221578e-13,zinc,q90.EXT,sqst5_del
ECA859-ECA1372,-207.3311167453026,-248.5940480487478,-166.06818544185742,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
N2-ECA1372,-1.837515243333904,-41.218545998913605,37.5435155122458,0.9999999999348875,zinc,q90.EXT,sqst5_del
ECA1377-ECA1373,137.2170852539822,97.32454824600894,177.10962226195545,6.661338147750939e-14,zinc,q90.EXT,sqst5_del
ECA1378-ECA1373,93.30014072942397,53.40760372145073,133.19267773739722,6.4297456248141316e-12,zinc,q90.EXT,sqst5_del
ECA1379-ECA1373,40.513386554191115,0.8724773215010586,80.15429578688116,0.04021578453355523,zinc,q90.EXT,sqst5_del
ECA1380-ECA1373,14.908286286536928,-24.857022834972803,54.67359540804666,0.9813644405256701,zinc,q90.EXT,sqst5_del
ECA838-ECA1373,202.53846804390108,163.25471962525722,241.82221646254493,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
ECA859-ECA1373,-109.57225355493654,-151.08328342863751,-68.06122368123556,1.20570220474292e-13,zinc,q90.EXT,sqst5_del
N2-ECA1373,95.92134794703219,56.28043871434213,135.56225717972225,1.0623724122638123e-12,zinc,q90.EXT,sqst5_del
ECA1378-ECA1377,-43.91694452455822,-83.67890004630473,-4.154989002811703,0.016769133666698743,zinc,q90.EXT,sqst5_del
ECA1379-ECA1377,-96.70369869979108,-136.2131948086407,-57.19420259094144,6.180611578088246e-13,zinc,q90.EXT,sqst5_del
ECA1380-ECA1377,-122.30879896744526,-161.94310743258765,-82.67449050230286,1.1901590823981678e-13,zinc,q90.EXT,sqst5_del
ECA838-ECA1377,65.32138278991889,26.17024630832826,104.47251927150951,5.1062623450670586e-6,zinc,q90.EXT,sqst5_del
ECA859-ECA1377,-246.78933880891873,-288.17489424987093,-205.40378336796653,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
N2-ECA1377,-41.29573730695001,-80.80523341579965,-1.7862411981003703,0.03173610872377752,zinc,q90.EXT,sqst5_del
ECA1379-ECA1378,-52.78675417523286,-92.2962502840825,-13.277258066383219,9.159466012700346e-4,zinc,q90.EXT,sqst5_del
ECA1380-ECA1378,-78.39185444288704,-118.02616290802942,-38.75754597774465,1.5720861723522717e-8,zinc,q90.EXT,sqst5_del
ECA838-ECA1378,109.2383273144771,70.08719083288648,148.38946379606773,1.1191048088221578e-13,zinc,q90.EXT,sqst5_del
ECA859-ECA1378,-202.8723942843605,-244.2579497253127,-161.4868388434083,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
N2-ECA1378,2.6212072176082124,-36.88828889124143,42.13070332645785,0.9999999978499403,zinc,q90.EXT,sqst5_del
ECA1380-ECA1379,-25.605100267654183,-64.98613102323388,13.775930487925518,0.5786331054031065,zinc,q90.EXT,sqst5_del
ECA838-ECA1379,162.02508148970998,123.13036894851753,200.91979403090244,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
ECA859-ECA1379,-150.08564010912764,-191.22869997367812,-108.94258024457716,1.4432899320127035e-14,zinc,q90.EXT,sqst5_del
N2-ECA1379,55.407961392841074,16.152548280289814,94.66337450539234,0.00031160323513579335,zinc,q90.EXT,sqst5_del
ECA838-ECA1380,187.63018175736414,148.6086903917481,226.65167312298018,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
ECA859-ECA1380,-124.48053984147347,-165.74347114491866,-83.21760853802829,1.1646239528317892e-13,zinc,q90.EXT,sqst5_del
N2-ECA1380,81.01306166049525,41.63203090491555,120.39409241607495,3.1100899633429435e-9,zinc,q90.EXT,sqst5_del
ECA859-ECA838,-312.1107215988376,-352.9097728138219,-271.31167038385325,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
N2-ECA838,-106.61712009686889,-145.51183263806132,-67.72240755567644,1.0969003483296547e-13,zinc,q90.EXT,sqst5_del
N2-ECA859,205.49360150196873,164.35054163741825,246.6366613665192,1.2656542480726785e-14,zinc,q90.EXT,sqst5_del
ECA1371-CB4856,0.10009044271854814,0.031922171222062964,0.1682587142150333,1.3291084590782987e-4,zinc,mean.norm.EXT,sqst5_del
ECA1372-CB4856,0.0941998005084177,0.02733104340599324,0.16106855761084216,3.243703427495692e-4,zinc,mean.norm.EXT,sqst5_del
ECA1373-CB4856,0.043262533724776626,-0.024234112806435025,0.11075918025598827,0.6001136028816197,zinc,mean.norm.EXT,sqst5_del
ECA1377-CB4856,0.12107150189825833,0.05335606501519409,0.18878693878132258,6.068078226562079e-7,zinc,mean.norm.EXT,sqst5_del
ECA1378-CB4856,0.14522264315795652,0.07681996083097614,0.2136253254849369,7.747138486280392e-10,zinc,mean.norm.EXT,sqst5_del
ECA1379-CB4856,0.035641446307730695,-0.03164126419710335,0.10292415681256474,0.8304932805963758,zinc,mean.norm.EXT,sqst5_del
ECA1380-CB4856,0.0033887468683000063,-0.06389396363653405,0.07067145737313404,0.9999999998607112,zinc,mean.norm.EXT,sqst5_del
ECA838-CB4856,0.11781438192579646,0.050945624823372004,0.18468313902822092,9.766742914418813e-7,zinc,mean.norm.EXT,sqst5_del
ECA859-CB4856,-0.21394793886059826,-0.2853492981862422,-0.1425465795349543,0,zinc,mean.norm.EXT,sqst5_del
N2-CB4856,0.06637677276906047,-6.966931231784379e-4,0.13345023866129938,0.055280902007508015,zinc,mean.norm.EXT,sqst5_del
ECA1372-ECA1371,-0.0058906422101304284,-0.07343726775339669,0.061655983333135836,0.999999967966392,zinc,mean.norm.EXT,sqst5_del
ECA1373-ECA1371,-0.056827908993771506,-0.12499618049025668,0.011340362502713669,0.20575331435690491,zinc,mean.norm.EXT,sqst5_del
ECA1377-ECA1371,0.020981059179710194,-0.047403853908802564,0.08936597226822296,0.9960891930226857,zinc,mean.norm.EXT,sqst5_del
ECA1378-ECA1371,0.04513220043940838,-0.023933296701964465,0.11419769758078123,0.5709906858411022,zinc,mean.norm.EXT,sqst5_del
ECA1379-ECA1371,-0.06444899641081743,-0.13240544627936554,0.0035074534577306804,0.08109587116072348,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1371,-0.09670169585024813,-0.16465814571879622,-0.028745245981700016,2.6282830470381047e-4,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1371,0.01772393920724833,-0.049822686336017934,0.08527056475051459,0.9989510728856236,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1371,-0.31403838157914643,-0.3860749699173577,-0.24200179324093518,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1371,-0.033713669949487664,-0.1014629560907934,0.03403561619181807,0.8796803422920141,zinc,mean.norm.EXT,sqst5_del
ECA1373-ECA1372,-0.05093726678364108,-0.11780602388606554,0.01593149031878338,0.3307475234331331,zinc,mean.norm.EXT,sqst5_del
ECA1377-ECA1372,0.026871701389840623,-0.04021789374776603,0.09396129652744728,0.970005894805223,zinc,mean.norm.EXT,sqst5_del
ECA1378-ECA1372,0.05102284264953881,-0.016760343562010074,0.1188060288610877,0.34885618574653576,zinc,mean.norm.EXT,sqst5_del
ECA1379-ECA1372,-0.058558354200687,-0.12521115996564353,0.008094451564269523,0.14646526336975274,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1372,-0.0908110536401177,-0.15746385940507424,-0.024158247875161173,6.32322285808451e-4,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1372,0.02361458141737876,-0.04262033429847883,0.08984949713323634,0.9872035079862234,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1372,-0.30814773936901596,-0.3789558426977554,-0.23733963604027652,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1372,-0.027823027739357235,-0.09426460516088636,0.0386185496821719,0.9592047047456687,zinc,mean.norm.EXT,sqst5_del
ECA1377-ECA1373,0.07780896817348171,0.01009353129041747,0.14552440505654596,0.010075221717290583,zinc,mean.norm.EXT,sqst5_del
ECA1378-ECA1373,0.10196010943317989,0.03355742710619951,0.17036279176016028,9.427277465445805e-5,zinc,mean.norm.EXT,sqst5_del
ECA1379-ECA1373,-0.007621087417045928,-0.07490379792187997,0.05966162308778812,0.9999995852755621,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1373,-0.03987378685647662,-0.10715649736131067,0.027408923648357425,0.7088550201334913,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1373,0.07455184820101984,0.007683091098595385,0.1414206053034443,0.014922328708187438,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1373,-0.2572104725853749,-0.32861183191101884,-0.18580911325973093,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1373,0.023114239044283842,-0.043959226847955064,0.09018770493652276,0.9901382252530992,zinc,mean.norm.EXT,sqst5_del
ECA1378-ECA1377,0.024151141259698188,-0.04446744258484588,0.09276972510424225,0.9884001643339022,zinc,mean.norm.EXT,sqst5_del
ECA1379-ECA1377,-0.08543005559052763,-0.15293224986732307,-0.017927861313732182,0.002370704336158158,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1377,-0.11768275502995831,-0.18518494930675378,-0.050180560753162864,1.363442766910694e-6,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1377,-0.003257119972461864,-0.07034671511006851,0.06383247516514479,0.9999999999033622,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1377,-0.3350194407588566,-0.4066276610471353,-0.26341122047057786,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1377,-0.05469472912919786,-0.12198836126554688,0.012598903007151163,0.23826463047187418,zinc,mean.norm.EXT,sqst5_del
ECA1379-ECA1378,-0.10958119685022581,-0.1777727856969727,-0.041389608003478934,1.4483777839191525e-5,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1378,-0.1418338962896565,-0.2100254851364034,-0.07364230744290963,1.9306368725935386e-9,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1378,-0.02740826123216005,-0.09519144744370894,0.040374924979388833,0.967944797022287,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1378,-0.3591705820185548,-0.43142903322058507,-0.2869121308165245,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1378,-0.07884587038889604,-0.1468310120256081,-0.010860728752183954,0.008882856150266849,zinc,mean.norm.EXT,sqst5_del
ECA1380-ECA1379,-0.032252699439430696,-0.09932079150112039,0.034815392622258995,0.9014065141003111,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1379,0.08217293561806577,0.015520129853109244,0.1488257413830223,0.0036180021438291243,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1379,-0.24958938516832896,-0.3207885421399371,-0.1783902281967208,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1379,0.03073532646132977,-0.03612284930435586,0.0975935022270154,0.9250592506978705,zinc,mean.norm.EXT,sqst5_del
ECA838-ECA1380,0.11442563505749645,0.047772829292539926,0.18107844082245297,2.193348092927039e-6,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA1380,-0.21733668572889828,-0.2885358427005065,-0.1461375287572901,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA1380,0.06298802590076047,-0.0038701498649251626,0.12984620166644611,0.08577746951812515,zinc,mean.norm.EXT,sqst5_del
ECA859-ECA838,-0.3317623207863947,-0.40257042411513416,-0.2609542174576553,0,zinc,mean.norm.EXT,sqst5_del
N2-ECA838,-0.051437609156735994,-0.11787918657826513,0.015003968264793138,0.3066052741717442,zinc,mean.norm.EXT,sqst5_del
N2-ECA859,0.2803247116296587,0.20932325638127858,0.35132616687803886,0,zinc,mean.norm.EXT,sqst5_del
ECA1371-CB4856,0.026392014624301328,-0.03792721218788078,0.09071124143648343,0.9645170419821169,zinc,q10.norm.EXT,sqst5_del
ECA1372-CB4856,0.01387371711857402,-0.04903101691703067,0.07677845115417871,0.9997743115459927,zinc,q10.norm.EXT,sqst5_del
ECA1373-CB4856,0.04836941656758185,-0.014724050967537254,0.11146288410270094,0.3211733901469159,zinc,q10.norm.EXT,sqst5_del
ECA1377-CB4856,0.041735644534233396,-0.021550750168737462,0.10502203923720425,0.5570137838116427,zinc,q10.norm.EXT,sqst5_del
ECA1378-CB4856,0.04637589372691342,-0.017515920207683375,0.11026770766151021,0.40558363468481207,zinc,q10.norm.EXT,sqst5_del
ECA1379-CB4856,0.011327338812444434,-0.05195905589052642,0.0746137335154153,0.9999669354804539,zinc,q10.norm.EXT,sqst5_del
ECA1380-CB4856,0.019527327178747583,-0.043192729298932406,0.08224738365642757,0.9955944086367359,zinc,q10.norm.EXT,sqst5_del
ECA838-CB4856,0.06507798178942596,0.002357925311745973,0.12779803826710595,0.034328062423852224,zinc,q10.norm.EXT,sqst5_del
ECA859-CB4856,-0.2074253025205381,-0.27367762838570353,-0.14117297665537265,1.006972283335017e-13,zinc,q10.norm.EXT,sqst5_del
N2-CB4856,0.01107779341418559,-0.05220860128878527,0.07436418811715645,0.9999731606348933,zinc,q10.norm.EXT,sqst5_del
ECA1372-ECA1371,-0.012518297505727308,-0.07564333545439826,0.05060674044294365,0.9999143813348135,zinc,q10.norm.EXT,sqst5_del
ECA1373-ECA1371,0.02197740194328052,-0.04133571279242107,0.0852905166789821,0.9895729232767336,zinc,q10.norm.EXT,sqst5_del
ECA1377-ECA1371,0.015343629909932065,-0.04816174471640334,0.07884900453626748,0.9994902737870786,zinc,q10.norm.EXT,sqst5_del
ECA1378-ECA1371,0.019983879102612092,-0.04412484682283524,0.08409260502805943,0.9955508468802168,zinc,q10.norm.EXT,sqst5_del
ECA1379-ECA1371,-0.015064675811856894,-0.07857005043819229,0.04844069881447851,0.9995667289032231,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1371,-0.006864687445553743,-0.06980569424155561,0.05607631935044813,0.9999997132724553,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1371,0.03868596716512464,-0.02425503963087723,0.10162697396112651,0.6604179254417115,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1371,-0.23381731714483941,-0.3002788513919139,-0.16735578289776493,2.0650148258027912e-14,zinc,q10.norm.EXT,sqst5_del
N2-ECA1371,-0.015314221210115738,-0.07881959583645114,0.04819115341621966,0.999498844836527,zinc,q10.norm.EXT,sqst5_del
ECA1373-ECA1372,0.03449569944900783,-0.02737992680163591,0.09637132569965157,0.7805042093076601,zinc,q10.norm.EXT,sqst5_del
ECA1377-ECA1372,0.027861927415659373,-0.034210411293337586,0.08993426612465633,0.9355546853281447,zinc,q10.norm.EXT,sqst5_del
ECA1378-ECA1372,0.0325021766083394,-0.03018730708834899,0.09519166030502779,0.8488786320566101,zinc,q10.norm.EXT,sqst5_del
ECA1379-ECA1372,-0.0025463783061295854,-0.06461871701512654,0.05952596040286737,0.9999999999819541,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1372,0.005653610060173564,-0.0558412105580508,0.06714843067839793,0.9999999461874043,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1372,0.05120426467085194,-0.010290555947372423,0.11269908528907631,0.20722704050670737,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1372,-0.2212990196391121,-0.2863926303919986,-0.15620540888622564,6.80566714095221e-14,zinc,q10.norm.EXT,sqst5_del
N2-ECA1372,-0.002795923704388431,-0.06486826241338539,0.05927641500460853,0.9999999999541963,zinc,q10.norm.EXT,sqst5_del
ECA1377-ECA1373,-0.0066337720333484555,-0.06889736745089087,0.05562982338419395,0.9999997718114857,zinc,q10.norm.EXT,sqst5_del
ECA1378-ECA1373,-0.0019935228406684283,-0.0648723861229537,0.06088534044161686,0.999999999998722,zinc,q10.norm.EXT,sqst5_del
ECA1379-ECA1373,-0.03704207775513741,-0.09930567317267983,0.025221517662404998,0.7039495774018268,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1373,-0.028842089388834265,-0.09052995727533653,0.032845778497668,0.9168220868729017,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1373,0.016708565221844114,-0.044979302664658154,0.07839643310834638,0.9986225860399687,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1373,-0.2557947190881199,-0.3210707349160123,-0.19051870326022752,0,zinc,q10.norm.EXT,sqst5_del
N2-ECA1373,-0.03729162315339626,-0.09955521857093866,0.02497197226414615,0.695247019882368,zinc,q10.norm.EXT,sqst5_del
ECA1378-ECA1377,0.004640249192680027,-0.05843219769633337,0.06771269608169342,0.9999999940205259,zinc,q10.norm.EXT,sqst5_del
ECA1379-ECA1377,-0.03040830572178896,-0.0928673917158579,0.03205078027227997,0.8940021409916068,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1377,-0.02220831735548581,-0.08409349452480194,0.03967685981383033,0.9865587631948363,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1377,0.02334233725519257,-0.038542839914123564,0.08522751442450871,0.9805223672129286,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1377,-0.2491609470547715,-0.31462345809168746,-0.1836984360178555,0,zinc,q10.norm.EXT,sqst5_del
N2-ECA1377,-0.030657851120047805,-0.09311693711411673,0.031801234874021124,0.8888299374927467,zinc,q10.norm.EXT,sqst5_del
ECA1379-ECA1378,-0.03504855491446898,-0.09812100180348238,0.028023891974544413,0.7839638144202744,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1378,-0.026848566548165836,-0.08935273670208889,0.035655603605757216,0.951613222071239,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1378,0.018702088062512542,-0.04380208209141051,0.0812062582164356,0.996818047441502,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1378,-0.2538011962474515,-0.319849182474219,-0.187753210020684,0,zinc,q10.norm.EXT,sqst5_del
N2-ECA1378,-0.03529810031272783,-0.09837054720174122,0.027774346576285566,0.776382620390212,zinc,q10.norm.EXT,sqst5_del
ECA1380-ECA1379,0.00819998836630315,-0.053685188803012984,0.07008516553561929,0.9999981050367508,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1379,0.053750642976981525,-0.008134534192334612,0.11563582014629767,0.15843622109769084,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1379,-0.21875264133298253,-0.2842151523698985,-0.15329013029606653,9.114931032172535e-14,zinc,q10.norm.EXT,sqst5_del
N2-ECA1379,-2.495453982588455e-4,-0.06270863139232777,0.06220954059581008,1,zinc,q10.norm.EXT,sqst5_del
ECA838-ECA1380,0.04555065461067838,-0.015755241380986218,0.10685655060234298,0.36896161612766387,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA1380,-0.22695262969928567,-0.29186779034240123,-0.1620374690561701,2.7533531010703882e-14,zinc,q10.norm.EXT,sqst5_del
N2-ECA1380,-0.008449533764561996,-0.07033471093387814,0.05343564340475414,0.9999974708966513,zinc,q10.norm.EXT,sqst5_del
ECA859-ECA838,-0.27250328430996407,-0.33741844495307965,-0.20758812366684848,0,zinc,q10.norm.EXT,sqst5_del
N2-ECA838,-0.05400018837524037,-0.1158853655445565,0.007884988794075766,0.15353049286555775,zinc,q10.norm.EXT,sqst5_del
N2-ECA859,0.21850309593472367,0.15304058489780767,0.28396560697163964,9.181544413650045e-14,zinc,q10.norm.EXT,sqst5_del
ECA1371-CB4856,0.05433093864958288,-0.009400956573349814,0.11806283387251558,0.17911917829523882,zinc,q25.norm.EXT,sqst5_del
